quote_id,sqft_extracted,source,pattern
6526,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6528,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6551,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6581,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6583,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6585,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6598,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6649,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6670,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6676,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6679,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6694,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6721,1000.0,job_description,"(\d[\d\s\.,]*)\s*sq\.?\s*ft\.?"
6725,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6730,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6737,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6781,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6801,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6813,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6828,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6831,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6833,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6835,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6852,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6853,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6861,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6866,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6872,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6874,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6875,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6877,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6896,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
